SEASON_1,TEAM_ID,TEAM_NAME,BASIC_ZONE,FGA,FGM,FG3M,Points
2018,1610612740,New Orleans Pelicans,Backcourt,14,0,0,0
2004,1610612737,Atlanta Hawks,Above the Break 3,872,282,282,846
2005,1610612751,New Jersey Nets,Right Corner 3,181,73,73,219
2023,1610612762,Utah Jazz,Above the Break 3,2357,794,794,2382
2017,1610612761,Toronto Raptors,In The Paint (Non-RA),1198,532,0,1064
2011,1610612753,Orlando Magic,Right Corner 3,245,88,88,264
2006,1610612738,Boston Celtics,Mid-Range,2054,864,3,1731
2006,1610612760,Seattle SuperSonics,Backcourt,20,0,0,0
2025,1610612757,Portland Trail Blazers,Mid-Range,621,265,0,530
2018,1610612742,Dallas Mavericks,Above the Break 3,2198,769,769,2307
2010,1610612746,Los Angeles Clippers,Restricted Area,2308,1382,0,2764
2010,1610612762,Utah Jazz,Mid-Range,1924,796,0,1592
2019,1610612748,Miami Heat,Right Corner 3,323,104,104,312
2018,1610612749,Milwaukee Bucks,Right Corner 3,302,126,126,378
2012,1610612754,Indiana Pacers,Left Corner 3,141,51,51,153
2017,1610612756,Phoenix Suns,Mid-Range,1859,709,0,1418
2014,1610612753,Orlando Magic,Left Corner 3,295,106,106,318
2009,1610612752,New York Knicks,Right Corner 3,218,90,90,270
2011,1610612763,Memphis Grizzlies,Restricted Area,2414,1516,0,3032
2011,1610612737,Atlanta Hawks,Restricted Area,1685,1051,0,2102
2014,1610612744,Golden State Warriors,Above the Break 3,1514,568,568,1704
2017,1610612753,Orlando Magic,Backcourt,24,0,0,0
2008,1610612763,Memphis Grizzlies,Backcourt,29,0,0,0
2025,1610612749,Milwaukee Bucks,Restricted Area,1958,1346,0,2692
2015,1610612741,Chicago Bulls,Restricted Area,2355,1322,0,2644
2009,1610612763,Memphis Grizzlies,Right Corner 3,138,60,60,180
2017,1610612738,Boston Celtics,Right Corner 3,321,135,135,405
2005,1610612738,Boston Celtics,Above the Break 3,859,294,294,882
2012,1610612761,Toronto Raptors,Mid-Range,1849,681,0,1362
2022,1610612751,Brooklyn Nets,Right Corner 3,311,127,127,381
2020,1610612756,Phoenix Suns,Left Corner 3,286,105,105,315
2013,1610612744,Golden State Warriors,Restricted Area,1880,1139,0,2278
2006,1610612755,Philadelphia 76ers,In The Paint (Non-RA),1019,418,0,836
2008,1610612753,Orlando Magic,Restricted Area,2154,1359,0,2718
2011,1610612755,Philadelphia 76ers,Backcourt,15,0,0,0
2014,1610612766,Charlotte Bobcats,Right Corner 3,159,64,64,192
2008,1610612741,Chicago Bulls,Backcourt,11,0,0,0
2024,1610612740,New Orleans Pelicans,Backcourt,22,1,1,3
2013,1610612741,Chicago Bulls,Mid-Range,2305,847,0,1694
2018,1610612744,Golden State Warriors,Left Corner 3,222,87,87,261
2005,1610612739,Cleveland Cavaliers,Right Corner 3,143,50,48,148
2005,1610612747,Los Angeles Lakers,In The Paint (Non-RA),781,326,0,652
2005,1610612748,Miami Heat,In The Paint (Non-RA),840,355,0,710
2008,1610612752,New York Knicks,Restricted Area,2467,1360,0,2720
2020,1610612750,Minnesota Timberwolves,Right Corner 3,208,69,69,207
2024,1610612744,Golden State Warriors,Left Corner 3,305,110,110,330
2023,1610612746,LA Clippers,Backcourt,15,1,1,3
2022,1610612745,Houston Rockets,In The Paint (Non-RA),998,376,0,752
2023,1610612744,Golden State Warriors,Backcourt,23,1,1,3
2023,1610612760,Oklahoma City Thunder,Above the Break 3,2181,756,756,2268
2021,1610612754,Indiana Pacers,Mid-Range,668,283,0,566
2020,1610612759,San Antonio Spurs,Left Corner 3,245,96,96,288
2025,1610612751,Brooklyn Nets,Right Corner 3,462,166,166,498
2017,1610612753,Orlando Magic,In The Paint (Non-RA),1164,486,0,972
2012,1610612757,Portland Trail Blazers,Left Corner 3,234,92,92,276
2008,1610612754,Indiana Pacers,Restricted Area,1939,1172,1,2345
2024,1610612747,Los Angeles Lakers,In The Paint (Non-RA),1418,593,0,1186
2009,1610612755,Philadelphia 76ers,Above the Break 3,745,231,231,693
2012,1610612745,Houston Rockets,Mid-Range,1628,661,0,1322
2010,1610612743,Denver Nuggets,Backcourt,16,0,0,0
2024,1610612745,Houston Rockets,Mid-Range,813,335,1,671
2020,1610612744,Golden State Warriors,Above the Break 3,1622,521,521,1563
2011,1610612766,Charlotte Bobcats,Mid-Range,1997,795,0,1590
2012,1610612753,Orlando Magic,Restricted Area,1666,1002,0,2004
2008,1610612765,Detroit Pistons,Mid-Range,2830,1189,2,2380
2009,1610612746,Los Angeles Clippers,In The Paint (Non-RA),851,345,0,690
2013,1610612765,Detroit Pistons,Left Corner 3,216,82,82,246
2017,1610612751,Brooklyn Nets,Above the Break 3,1995,660,660,1980
2015,1610612761,Toronto Raptors,Backcourt,10,0,0,0
2006,1610612737,Atlanta Hawks,Left Corner 3,186,74,74,222
2005,1610612745,Houston Rockets,Right Corner 3,215,88,88,264
2023,1610612762,Utah Jazz,Right Corner 3,384,157,157,471
2022,1610612761,Toronto Raptors,Restricted Area,2010,1267,0,2534
2022,1610612740,New Orleans Pelicans,Restricted Area,2222,1412,0,2824
2019,1610612758,Sacramento Kings,In The Paint (Non-RA),1468,574,0,1148
2016,1610612764,Washington Wizards,Above the Break 3,1449,511,511,1533
2022,1610612761,Toronto Raptors,Right Corner 3,357,143,143,429
2023,1610612743,Denver Nuggets,Right Corner 3,294,129,129,387
2008,1610612763,Memphis Grizzlies,Above the Break 3,1383,476,476,1428
2010,1610612761,Toronto Raptors,Backcourt,36,2,2,6
2005,1610612749,Milwaukee Bucks,Mid-Range,2560,1046,0,2092
2023,1610612740,New Orleans Pelicans,Mid-Range,907,361,2,724
2015,1610612757,Portland Trail Blazers,Backcourt,14,0,0,0
2009,1610612744,Golden State Warriors,Above the Break 3,1115,393,393,1179
2017,1610612754,Indiana Pacers,Right Corner 3,214,91,91,273
2012,1610612748,Miami Heat,Left Corner 3,174,65,65,195
2018,1610612741,Chicago Bulls,Restricted Area,2114,1252,0,2504
2024,1610612740,New Orleans Pelicans,Above the Break 3,1917,709,709,2127
2014,1610612758,Sacramento Kings,Left Corner 3,169,64,64,192
2009,1610612750,Minnesota Timberwolves,Above the Break 3,1050,348,348,1044
2019,1610612751,Brooklyn Nets,Restricted Area,2528,1548,0,3096
2015,1610612759,San Antonio Spurs,Left Corner 3,274,112,112,336
2018,1610612760,Oklahoma City Thunder,Backcourt,21,0,0,0
2015,1610612755,Philadelphia 76ers,Above the Break 3,1734,553,553,1659
2017,1610612752,New York Knicks,Above the Break 3,1520,501,501,1503
2014,1610612749,Milwaukee Bucks,In The Paint (Non-RA),978,361,0,722
2018,1610612742,Dallas Mavericks,Backcourt,20,0,0,0
2017,1610612756,Phoenix Suns,In The Paint (Non-RA),1114,469,0,938
2024,1610612756,Phoenix Suns,Left Corner 3,373,158,158,474
2009,1610612742,Dallas Mavericks,Above the Break 3,1130,407,407,1221
2004,1610612765,Detroit Pistons,In The Paint (Non-RA),921,350,0,700
2017,1610612750,Minnesota Timberwolves,Mid-Range,1903,762,0,1524
2006,1610612763,Memphis Grizzlies,Above the Break 3,1078,400,400,1200
2006,1610612756,Phoenix Suns,Mid-Range,2488,1060,1,2121
2017,1610612745,Houston Rockets,In The Paint (Non-RA),718,268,0,536
2007,1610612737,Atlanta Hawks,In The Paint (Non-RA),679,263,0,526
2014,1610612757,Portland Trail Blazers,Mid-Range,2167,892,0,1784
2021,1610612757,Portland Trail Blazers,Mid-Range,987,426,1,853
2008,1610612738,Boston Celtics,Mid-Range,1861,796,0,1592
2015,1610612738,Boston Celtics,Left Corner 3,229,91,91,273
2009,1610612745,Houston Rockets,In The Paint (Non-RA),1032,458,0,916
2012,1610612737,Atlanta Hawks,In The Paint (Non-RA),720,299,0,598
2006,1610612759,San Antonio Spurs,Above the Break 3,778,278,278,834
2015,1610612749,Milwaukee Bucks,Right Corner 3,224,97,97,291
2006,1610612752,New York Knicks,Above the Break 3,525,185,185,555
2025,1610612752,New York Knicks,Left Corner 3,423,153,153,459
2024,1610612748,Miami Heat,Above the Break 3,1927,698,698,2094
2024,1610612746,LA Clippers,Backcourt,9,0,0,0
2010,1610612754,Indiana Pacers,Left Corner 3,189,69,69,207
2014,1610612744,Golden State Warriors,Backcourt,21,0,0,0
2020,1610612737,Atlanta Hawks,Backcourt,12,0,0,0
2023,1610612746,LA Clippers,Above the Break 3,2005,755,755,2265
2025,1610612763,Memphis Grizzlies,Left Corner 3,473,172,172,516
2021,1610612750,Minnesota Timberwolves,Right Corner 3,247,87,87,261
2025,1610612760,Oklahoma City Thunder,Restricted Area,1991,1352,0,2704
2021,1610612754,Indiana Pacers,Right Corner 3,254,104,104,312
2012,1610612737,Atlanta Hawks,Right Corner 3,218,84,84,252
2016,1610612738,Boston Celtics,Right Corner 3,255,82,82,246
2008,1610612737,Atlanta Hawks,Mid-Range,2180,827,1,1655
2024,1610612740,New Orleans Pelicans,Restricted Area,2190,1443,0,2886
2015,1610612758,Sacramento Kings,In The Paint (Non-RA),1152,414,0,828
2009,1610612759,San Antonio Spurs,Right Corner 3,313,124,123,371
2005,1610612739,Cleveland Cavaliers,Left Corner 3,128,47,47,141
2015,1610612744,Golden State Warriors,Backcourt,23,0,0,0
2010,1610612757,Portland Trail Blazers,Mid-Range,2407,987,0,1974
2015,1610612756,Phoenix Suns,Restricted Area,2260,1402,0,2804
2004,1610612750,Minnesota Timberwolves,Restricted Area,1416,864,0,1728
2006,1610612766,Charlotte Bobcats,Left Corner 3,204,87,87,261
2019,1610612738,Boston Celtics,In The Paint (Non-RA),1089,465,0,930
2006,1610612755,Philadelphia 76ers,Mid-Range,2267,897,1,1795
2005,1610612751,New Jersey Nets,Left Corner 3,162,60,60,180
2014,1610612749,Milwaukee Bucks,Right Corner 3,145,49,49,147
2013,1610612766,Charlotte Bobcats,Right Corner 3,151,60,60,180
2023,1610612739,Cleveland Cavaliers,Mid-Range,741,295,1,591
2020,1610612761,Toronto Raptors,In The Paint (Non-RA),808,308,0,616
2010,1610612745,Houston Rockets,In The Paint (Non-RA),967,416,0,832
2006,1610612761,Toronto Raptors,Backcourt,13,1,1,3
2006,1610612740,New Orleans/Oklahoma City Hornets,Left Corner 3,120,40,40,120
2014,1610612751,Brooklyn Nets,Left Corner 3,236,100,100,300
2014,1610612761,Toronto Raptors,Backcourt,12,2,2,6
2012,1610612749,Milwaukee Bucks,Restricted Area,1909,1115,0,2230
2011,1610612750,Minnesota Timberwolves,Right Corner 3,151,69,69,207
2016,1610612753,Orlando Magic,Mid-Range,2000,819,0,1638
2004,1610612753,Orlando Magic,Mid-Range,2746,1103,1,2207
2007,1610612746,Los Angeles Clippers,Left Corner 3,84,34,34,102
2015,1610612761,Toronto Raptors,Above the Break 3,1488,500,500,1500
2016,1610612737,Atlanta Hawks,Left Corner 3,271,95,94,284
2009,1610612758,Sacramento Kings,In The Paint (Non-RA),904,336,0,672
2010,1610612753,Orlando Magic,Above the Break 3,1563,568,568,1704
2009,1610612747,Los Angeles Lakers,In The Paint (Non-RA),1129,504,0,1008
2013,1610612754,Indiana Pacers,Backcourt,23,0,0,0
2017,1610612761,Toronto Raptors,Mid-Range,1667,692,0,1384
2013,1610612759,San Antonio Spurs,Left Corner 3,312,131,131,393
2018,1610612760,Oklahoma City Thunder,Above the Break 3,1852,649,649,1947
2025,1610612755,Philadelphia 76ers,In The Paint (Non-RA),1217,513,0,1026
2007,1610612755,Philadelphia 76ers,Left Corner 3,92,39,39,117
2015,1610612748,Miami Heat,Left Corner 3,263,86,86,258
2014,1610612765,Detroit Pistons,Mid-Range,1570,548,0,1096
2013,1610612755,Philadelphia 76ers,Restricted Area,2066,1210,0,2420
2022,1610612756,Phoenix Suns,Left Corner 3,323,119,119,357
2013,1610612758,Sacramento Kings,Backcourt,15,1,1,3
2004,1610612759,San Antonio Spurs,Mid-Range,2200,817,0,1634
2024,1610612759,San Antonio Spurs,Backcourt,16,0,0,0
2009,1610612750,Minnesota Timberwolves,Backcourt,18,0,0,0
2016,1610612760,Oklahoma City Thunder,Right Corner 3,291,102,102,306
2017,1610612752,New York Knicks,Backcourt,23,0,0,0
2022,1610612762,Utah Jazz,Above the Break 3,2436,865,865,2595
2013,1610612746,Los Angeles Clippers,Restricted Area,2195,1444,0,2888
2018,1610612747,Los Angeles Lakers,Backcourt,17,0,0,0
2005,1610612754,Indiana Pacers,Restricted Area,1814,1024,0,2048
2009,1610612737,Atlanta Hawks,Restricted Area,1887,1169,0,2338
2008,1610612747,Los Angeles Lakers,Above the Break 3,1232,451,451,1353
2014,1610612763,Memphis Grizzlies,Above the Break 3,805,284,284,852
2020,1610612755,Philadelphia 76ers,Right Corner 3,227,88,88,264
2020,1610612742,Dallas Mavericks,Above the Break 3,2400,863,863,2589
2019,1610612755,Philadelphia 76ers,Left Corner 3,187,77,77,231
2018,1610612753,Orlando Magic,Left Corner 3,278,106,106,318
2008,1610612759,San Antonio Spurs,Restricted Area,1736,1093,0,2186
2017,1610612751,Brooklyn Nets,Backcourt,21,0,0,0
2006,1610612738,Boston Celtics,In The Paint (Non-RA),677,273,0,546
2016,1610612764,Washington Wizards,Backcourt,14,1,1,3
2014,1610612752,New York Knicks,Above the Break 3,1588,588,588,1764
2005,1610612766,Charlotte Bobcats,Restricted Area,2025,1151,0,2302
2016,1610612756,Phoenix Suns,In The Paint (Non-RA),900,330,0,660
2007,1610612750,Minnesota Timberwolves,In The Paint (Non-RA),847,361,0,722
2015,1610612762,Utah Jazz,Restricted Area,2203,1389,0,2778
2010,1610612744,Golden State Warriors,Backcourt,20,0,0,0
2009,1610612748,Miami Heat,In The Paint (Non-RA),839,359,0,718
2021,1610612761,Toronto Raptors,Mid-Range,649,249,2,500
2017,1610612737,Atlanta Hawks,Backcourt,12,0,0,0
2015,1610612764,Washington Wizards,In The Paint (Non-RA),922,353,0,706
2022,1610612756,Phoenix Suns,Right Corner 3,393,160,160,480
2004,1610612750,Minnesota Timberwolves,Backcourt,13,0,0,0
2005,1610612745,Houston Rockets,Restricted Area,1682,984,0,1968
2007,1610612748,Miami Heat,Right Corner 3,202,76,76,228
2024,1610612744,Golden State Warriors,Backcourt,15,1,1,3
2007,1610612741,Chicago Bulls,Backcourt,11,0,0,0
2021,1610612753,Orlando Magic,Above the Break 3,1903,652,652,1956
2022,1610612743,Denver Nuggets,Above the Break 3,2120,733,733,2199
2008,1610612747,Los Angeles Lakers,Mid-Range,1944,793,1,1587
2023,1610612749,Milwaukee Bucks,Above the Break 3,2500,920,920,2760
2014,1610612750,Minnesota Timberwolves,Left Corner 3,254,85,85,255
2020,1610612752,New York Knicks,Mid-Range,1058,406,3,815
2007,1610612744,Golden State Warriors,In The Paint (Non-RA),719,263,0,526
2007,1610612766,Charlotte Bobcats,Backcourt,14,1,1,3
2014,1610612759,San Antonio Spurs,In The Paint (Non-RA),1027,450,0,900
2019,1610612759,San Antonio Spurs,Mid-Range,2039,883,0,1766
2008,1610612752,New York Knicks,In The Paint (Non-RA),925,359,0,718
2018,1610612762,Utah Jazz,Right Corner 3,326,137,137,411
2011,1610612742,Dallas Mavericks,Restricted Area,1727,1136,0,2272
2006,1610612740,New Orleans/Oklahoma City Hornets,Mid-Range,2494,982,0,1964
2005,1610612763,Memphis Grizzlies,Right Corner 3,261,95,95,285
2021,1610612766,Charlotte Hornets,Backcourt,11,0,0,0
2013,1610612743,Denver Nuggets,Right Corner 3,250,78,78,234
2010,1610612747,Los Angeles Lakers,Right Corner 3,166,61,61,183
2019,1610612744,Golden State Warriors,Left Corner 3,314,135,135,405
2007,1610612746,Los Angeles Clippers,Mid-Range,2621,1051,0,2102
2004,1610612746,Los Angeles Clippers,Above the Break 3,866,285,285,855
2016,1610612760,Oklahoma City Thunder,Restricted Area,2528,1534,0,3068
2024,1610612753,Orlando Magic,Mid-Range,777,292,0,584
2020,1610612755,Philadelphia 76ers,Left Corner 3,252,107,107,321
2024,1610612745,Houston Rockets,Backcourt,28,0,0,0
2019,1610612758,Sacramento Kings,Restricted Area,2464,1552,0,3104
2017,1610612744,Golden State Warriors,Above the Break 3,1983,755,755,2265
2012,1610612758,Sacramento Kings,Mid-Range,1343,480,0,960
2016,1610612766,Charlotte Hornets,In The Paint (Non-RA),893,363,0,726
2010,1610612746,Los Angeles Clippers,In The Paint (Non-RA),754,337,0,674
2011,1610612745,Houston Rockets,Restricted Area,2117,1296,0,2592
2004,1610612737,Atlanta Hawks,In The Paint (Non-RA),934,346,0,692
2015,1610612739,Cleveland Cavaliers,In The Paint (Non-RA),925,342,0,684
2006,1610612737,Atlanta Hawks,Right Corner 3,151,58,58,174
2008,1610612750,Minnesota Timberwolves,Left Corner 3,136,50,50,150
2008,1610612758,Sacramento Kings,Backcourt,8,0,0,0
2022,1610612737,Atlanta Hawks,Backcourt,14,1,1,3
2014,1610612766,Charlotte Bobcats,Mid-Range,2186,804,0,1608
2013,1610612757,Portland Trail Blazers,In The Paint (Non-RA),730,282,0,564
2008,1610612738,Boston Celtics,Left Corner 3,222,94,94,282
2012,1610612754,Indiana Pacers,In The Paint (Non-RA),986,389,0,778
2016,1610612743,Denver Nuggets,Restricted Area,2682,1526,0,3052
2010,1610612739,Cleveland Cavaliers,In The Paint (Non-RA),737,325,0,650
2009,1610612758,Sacramento Kings,Right Corner 3,243,97,97,291
2009,1610612760,Oklahoma City Thunder,Backcourt,12,0,0,0
2008,1610612745,Houston Rockets,Restricted Area,2151,1268,0,2536
2005,1610612756,Phoenix Suns,Restricted Area,2159,1368,0,2736
2007,1610612765,Detroit Pistons,Left Corner 3,234,79,79,237
2021,1610612756,Phoenix Suns,In The Paint (Non-RA),1156,578,0,1156
2013,1610612766,Charlotte Bobcats,Restricted Area,2312,1278,0,2556
2012,1610612737,Atlanta Hawks,Left Corner 3,246,100,100,300
2025,1610612743,Denver Nuggets,Above the Break 3,1987,732,732,2196
2005,1610612752,New York Knicks,Right Corner 3,184,78,78,234
2008,1610612760,Seattle SuperSonics,Backcourt,5,0,0,0
2011,1610612755,Philadelphia 76ers,Mid-Range,2396,987,0,1974
2004,1610612757,Portland Trail Blazers,Left Corner 3,97,33,33,99
2016,1610612755,Philadelphia 76ers,Above the Break 3,1693,560,560,1680
2014,1610612749,Milwaukee Bucks,Left Corner 3,158,62,62,186
2011,1610612748,Miami Heat,Mid-Range,2194,927,0,1854
2006,1610612766,Charlotte Bobcats,Mid-Range,2481,922,1,1845
2007,1610612755,Philadelphia 76ers,Mid-Range,2566,1014,1,2029
2020,1610612741,Chicago Bulls,Above the Break 3,1736,587,587,1761
2024,1610612765,Detroit Pistons,Left Corner 3,357,112,112,336
2023,1610612744,Golden State Warriors,Above the Break 3,2776,1070,1070,3210
2017,1610612757,Portland Trail Blazers,Backcourt,17,0,0,0
2024,1610612766,Charlotte Hornets,In The Paint (Non-RA),1320,551,0,1102
2022,1610612766,Charlotte Hornets,Mid-Range,637,260,2,522
2024,1610612750,Minnesota Timberwolves,Right Corner 3,364,149,149,447
2022,1610612757,Portland Trail Blazers,Right Corner 3,323,125,125,375
2006,1610612756,Phoenix Suns,Right Corner 3,296,120,120,360
2014,1610612757,Portland Trail Blazers,Right Corner 3,238,75,75,225
2023,1610612750,Minnesota Timberwolves,Above the Break 3,2004,721,721,2163
2021,1610612755,Philadelphia 76ers,Left Corner 3,272,96,96,288
2022,1610612745,Houston Rockets,Mid-Range,378,120,0,240
2017,1610612758,Sacramento Kings,Right Corner 3,237,103,103,309
2025,1610612743,Denver Nuggets,Mid-Range,799,340,0,680
2014,1610612763,Memphis Grizzlies,Backcourt,17,1,1,3
2007,1610612760,Seattle SuperSonics,Above the Break 3,1084,399,399,1197
2006,1610612754,Indiana Pacers,Mid-Range,2021,801,1,1603
2010,1610612764,Washington Wizards,Mid-Range,2521,1027,0,2054
2020,1610612743,Denver Nuggets,Right Corner 3,231,92,92,276
2024,1610612752,New York Knicks,Restricted Area,2107,1330,0,2660
2010,1610612748,Miami Heat,Above the Break 3,1022,339,339,1017
2015,1610612755,Philadelphia 76ers,In The Paint (Non-RA),911,279,0,558
2015,1610612748,Miami Heat,Backcourt,17,1,1,3
2013,1610612739,Cleveland Cavaliers,Backcourt,12,1,1,3
2012,1610612745,Houston Rockets,In The Paint (Non-RA),968,349,0,698
2021,1610612738,Boston Celtics,Right Corner 3,238,89,89,267
2017,1610612756,Phoenix Suns,Above the Break 3,1317,447,447,1341
2012,1610612750,Minnesota Timberwolves,Mid-Range,1433,535,0,1070
2008,1610612742,Dallas Mavericks,Backcourt,19,0,0,0
2018,1610612763,Memphis Grizzlies,Left Corner 3,230,79,79,237
2016,1610612764,Washington Wizards,In The Paint (Non-RA),895,373,0,746
2010,1610612739,Cleveland Cavaliers,Backcourt,12,1,1,3
2008,1610612754,Indiana Pacers,Mid-Range,2168,828,0,1656
2024,1610612755,Philadelphia 76ers,Left Corner 3,315,122,122,366
2011,1610612765,Detroit Pistons,Backcourt,18,1,1,3
2018,1610612759,San Antonio Spurs,Left Corner 3,242,96,96,288
2017,1610612750,Minnesota Timberwolves,In The Paint (Non-RA),996,435,0,870
2023,1610612757,Portland Trail Blazers,Backcourt,9,0,0,0
2012,1610612766,Charlotte Bobcats,Mid-Range,2098,768,0,1536
2008,1610612754,Indiana Pacers,Left Corner 3,200,84,84,252
2024,1610612759,San Antonio Spurs,Above the Break 3,2241,761,761,2283
2023,1610612752,New York Knicks,Left Corner 3,418,169,169,507
2021,1610612744,Golden State Warriors,Mid-Range,763,293,3,589
2018,1610612765,Detroit Pistons,Restricted Area,2125,1316,0,2632
2016,1610612760,Oklahoma City Thunder,Left Corner 3,293,106,106,318
2017,1610612756,Phoenix Suns,Left Corner 3,268,88,88,264
2008,1610612745,Houston Rockets,In The Paint (Non-RA),903,368,0,736
2019,1610612738,Boston Celtics,Backcourt,7,0,0,0
2018,1610612763,Memphis Grizzlies,Restricted Area,2321,1386,0,2772
2004,1610612765,Detroit Pistons,Mid-Range,2213,828,0,1656
2007,1610612760,Seattle SuperSonics,Left Corner 3,208,78,78,234
2014,1610612759,San Antonio Spurs,Backcourt,11,0,0,0
2007,1610612758,Sacramento Kings,Mid-Range,2089,834,0,1668
2023,1610612766,Charlotte Hornets,Backcourt,10,0,0,0
2014,1610612761,Toronto Raptors,In The Paint (Non-RA),1136,469,0,938
2024,1610612759,San Antonio Spurs,Left Corner 3,365,135,135,405
2009,1610612762,Utah Jazz,Right Corner 3,138,49,49,147
2012,1610612739,Cleveland Cavaliers,Restricted Area,1927,1093,0,2186
2016,1610612748,Miami Heat,Above the Break 3,892,292,292,876
2010,1610612748,Miami Heat,Restricted Area,1833,1167,0,2334
2016,1610612760,Oklahoma City Thunder,Above the Break 3,1354,470,470,1410
2013,1610612754,Indiana Pacers,Restricted Area,2014,1189,0,2378
2018,1610612763,Memphis Grizzlies,Above the Break 3,1697,606,606,1818
2017,1610612740,New Orleans Pelicans,Mid-Range,1618,633,0,1266
2011,1610612748,Miami Heat,Right Corner 3,242,98,98,294
2023,1610612747,Los Angeles Lakers,Backcourt,8,0,0,0
2005,1610612756,Phoenix Suns,Mid-Range,1915,783,1,1567
2024,1610612757,Portland Trail Blazers,In The Paint (Non-RA),1494,563,0,1126
2010,1610612751,New Jersey Nets,Restricted Area,2311,1302,0,2604
2021,1610612739,Cleveland Cavaliers,Right Corner 3,226,86,86,258
2013,1610612764,Washington Wizards,Mid-Range,2298,864,0,1728
2024,1610612755,Philadelphia 76ers,Above the Break 3,2105,746,746,2238
2010,1610612748,Miami Heat,Left Corner 3,196,77,77,231
2021,1610612763,Memphis Grizzlies,Mid-Range,633,274,1,549
2020,1610612741,Chicago Bulls,Mid-Range,493,173,1,347
2016,1610612766,Charlotte Hornets,Backcourt,9,1,1,3
2023,1610612760,Oklahoma City Thunder,Mid-Range,663,277,2,556
2024,1610612758,Sacramento Kings,Right Corner 3,353,135,135,405
2014,1610612764,Washington Wizards,Restricted Area,2107,1355,0,2710
2010,1610612737,Atlanta Hawks,In The Paint (Non-RA),1119,483,0,966
2016,1610612766,Charlotte Hornets,Above the Break 3,1975,697,697,2091
2016,1610612762,Utah Jazz,Mid-Range,1423,551,0,1102
2009,1610612747,Los Angeles Lakers,Above the Break 3,1065,386,386,1158
2013,1610612742,Dallas Mavericks,Restricted Area,1866,1136,0,2272
2016,1610612756,Phoenix Suns,Mid-Range,1668,615,0,1230
2014,1610612759,San Antonio Spurs,Left Corner 3,291,123,123,369
2018,1610612762,Utah Jazz,Mid-Range,1098,434,1,869
2007,1610612737,Atlanta Hawks,Restricted Area,2342,1322,0,2644
2010,1610612739,Cleveland Cavaliers,Above the Break 3,1030,381,381,1143
2022,1610612759,San Antonio Spurs,Backcourt,14,1,1,3
2004,1610612748,Miami Heat,Mid-Range,2197,801,2,1604
2007,1610612757,Portland Trail Blazers,Left Corner 3,273,104,104,312
2014,1610612745,Houston Rockets,Restricted Area,2621,1638,0,3276
2007,1610612757,Portland Trail Blazers,Restricted Area,2024,1183,0,2366
2019,1610612762,Utah Jazz,Backcourt,19,1,1,3
2006,1610612748,Miami Heat,In The Paint (Non-RA),1004,406,0,812
2012,1610612754,Indiana Pacers,Restricted Area,1721,971,0,1942
2006,1610612739,Cleveland Cavaliers,Right Corner 3,296,92,92,276
2007,1610612763,Memphis Grizzlies,Restricted Area,2304,1351,0,2702
2010,1610612739,Cleveland Cavaliers,Left Corner 3,270,105,105,315
2008,1610612753,Orlando Magic,Right Corner 3,350,148,148,444
2014,1610612764,Washington Wizards,Left Corner 3,269,110,110,330
2022,1610612757,Portland Trail Blazers,Left Corner 3,339,122,122,366
2019,1610612738,Boston Celtics,Above the Break 3,2218,822,822,2466
2022,1610612737,Atlanta Hawks,Restricted Area,2033,1303,0,2606
2021,1610612742,Dallas Mavericks,Restricted Area,1649,1121,0,2242
2023,1610612766,Charlotte Hornets,Above the Break 3,1937,629,629,1887
2022,1610612757,Portland Trail Blazers,Restricted Area,2187,1319,0,2638
2022,1610612751,Brooklyn Nets,In The Paint (Non-RA),1301,595,0,1190
2014,1610612759,San Antonio Spurs,Restricted Area,2213,1433,0,2866
2011,1610612739,Cleveland Cavaliers,Mid-Range,1932,720,0,1440
2015,1610612754,Indiana Pacers,In The Paint (Non-RA),1041,432,0,864
2009,1610612749,Milwaukee Bucks,Mid-Range,2391,946,0,1892
2016,1610612766,Charlotte Hornets,Restricted Area,2028,1177,0,2354
2007,1610612757,Portland Trail Blazers,Above the Break 3,739,240,240,720
2010,1610612739,Cleveland Cavaliers,Restricted Area,2235,1479,0,2958
2014,1610612754,Indiana Pacers,Restricted Area,1910,1129,0,2258
2013,1610612757,Portland Trail Blazers,Right Corner 3,206,72,72,216
2008,1610612742,Dallas Mavericks,Left Corner 3,214,78,78,234
2009,1610612758,Sacramento Kings,Mid-Range,2146,863,2,1728
2018,1610612739,Cleveland Cavaliers,Mid-Range,1309,518,2,1038
2017,1610612743,Denver Nuggets,Mid-Range,1207,464,0,928
2005,1610612749,Milwaukee Bucks,Left Corner 3,136,47,47,141
2016,1610612766,Charlotte Hornets,Left Corner 3,232,97,97,291
2008,1610612742,Dallas Mavericks,Above the Break 3,977,347,347,1041
2016,1610612748,Miami Heat,Right Corner 3,287,113,113,339
2020,1610612751,Brooklyn Nets,In The Paint (Non-RA),913,336,0,672
2015,1610612753,Orlando Magic,Right Corner 3,211,85,85,255
2010,1610612758,Sacramento Kings,Backcourt,16,0,0,0
2010,1610612756,Phoenix Suns,Right Corner 3,279,135,135,405
2022,1610612754,Indiana Pacers,Backcourt,25,0,0,0
2009,1610612764,Washington Wizards,Mid-Range,2303,900,0,1800
2013,1610612753,Orlando Magic,In The Paint (Non-RA),1085,467,0,934
2004,1610612760,Seattle SuperSonics,Backcourt,19,0,0,0
